,tmp,id,subj,verb,particle,np,adjectives,prepositions,np phrasal weight,distilgpt2 sentence score,full obj,noun syll,prt syll,distilgpt2_token,np len,prt len,prt tokens,gpt2 sentence score,gpt2_token,gpt2_med sentence score,gpt2_med_token,gpt2_large sentence score,gpt2_large_token,gpt2_xl sentence score,gpt2_xl_token,llama_3 sentence score,llama_3_token,llama_3_chat sentence score,llama_3_chat_token,babyopt sentence score,babyopt_token,babyllama sentence score,babyllama_token,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3_chat sentence score,mistral_0.3_chat_token,olmo sentence score,olmo_token,olmo_chat sentence score,olmo_chat_token,prt phrasal weight,np syll,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,gpt2_prt_token,gpt2_med_prt_token,gpt2_large_prt_token,gpt2_xl_prt_token,llama_3_prt_token,llama_3_chat_prt_token,mistral_0.3_prt_token,mistral_0.3_chat_prt_token,olmo_prt_token,olmo_chat_prt_token,babyopt_prt_token,babyllama_prt_token,var,responses
62,3141,62,John,beats,up,my friend,"['old', 'best']","['from high school', 'in New York']",5,-4.2642932305,my old best friend from high school in New York,10,1,10,10,1,10,-3.6511095487,10,-4.1526874396,10,-3.8196581694000002,10,-3.9824481744,10,-4.2164873736,10,-4.3795619011,10,-6.5110421181,10,-4.0293718485,10,-4.0127814293,10,-4.0837515195,10,-3.9169213955,10,-4.221917079,10,1,2,10.0,10,5,John beats up my old best friend from high school in New York.,John beats my old best friend from high school in New York up.,-0.7723133381,-0.5830076657000001,-0.9693737397000001,-0.6604050123,-0.5122332573,-0.5693942819,-0.4532528605,-0.8154102105000001,-0.6399074872,-0.8541501363,-1.0618608182,-0.9027707027,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 7.0]"
63,1419,63,John,carries,out,his plan,['detailed'],['to recover from getting fired'],3,-5.434552106,his detailed plan to recover from getting fired,14,1,8,8,1,8,-4.9401754899,8,-5.289708571,8,-4.8531655398,8,-5.0640649796,8,-5.1438421408,8,-5.1893605789,8,-6.6952250799,8,-5.4467381564,8,-5.1950007677,8,-5.2323251963,8,-4.7841073383,8,-5.1421784488,8,1,2,14.0,8,3,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,-0.9120077654000001,-0.741163774,-1.0084776445,-0.9116389534,-0.9067223072,-0.7827693621,-0.3606534798,-0.8429686806000001,-0.7698805332,-0.7689167658,-0.7839367173,-0.8096392371000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0, 6.0]"
64,2689,64,John,takes,apart,the remote,"['old', 'television']",['for the television'],4,-5.9862504959,the old television remote for the television,15,2,7,7,1,7,-5.2719276428,7,-4.9943904877,7,-4.8608740807,7,-4.7953296661,7,-5.3577038158,7,-6.2671499252,7,-7.8560010737,7,-5.4767170906,7,-5.3755976504,7,-5.7223336046,7,-5.1913738251,7,-5.9751078606,7,1,3,7.5,7,4,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,-0.8622169495,-0.4422512054,-0.5220008850000001,-0.7169014454,-0.3826196844,-0.1751002832,-0.1767416867,-0.46936602590000004,-0.2605271772,-0.24015721410000002,0.09233312610000001,0.1391487599,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 2.0, 6.0, 5.0, 6.0]"
65,195,65,John,gave,up,the race,[],['in Canada'],2,-4.901556015,the race in Canada,7,1,5,4,1,5,-4.5090506417,5,-4.7335859026,5,-4.8017767497,5,-4.9370294298,5,-5.4400677085,5,-6.2626926303,5,-6.8830595016,5,-4.4206916945,5,-5.1358358264,5,-5.3159168363000004,5,-4.6720573562,5,-5.0768878119,5,1,2,7.0,4,2,John gave up the race in Canada.,John gave the race in Canada up.,-1.3039899554,-1.6167706081,-1.2498338564,-1.1831081255,-0.5527440309,-0.6457582712000001,-1.1193400622,-1.499085222,-1.154668808,-1.2821702957,-1.2302793775,-1.5197931699,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 4.0, 5.0, 6.0]"
66,635,66,John,worked,out,the plan,['foolproof'],['for the next season'],3,-4.8671540347,the foolproof plan for the next season,9,1,8,7,1,8,-4.4651034962,8,-4.3553484136,8,-4.3443464366,8,-4.201909412,8,-4.5259207884,8,-4.5893981059,8,-6.8247474432,8,-4.3643004244,8,-4.4035116434,8,-4.4524015586,8,-4.009364865,8,-4.1326406652,8,1,2,9.0,7,3,John worked out the foolproof plan for the next season.,John worked the foolproof plan for the next season out.,-1.3268973611000001,-1.2576994463,-1.2032037648,-1.6370433894,-1.2787882487,-0.9121661981,-1.0230629047,-1.0057344003,-0.9619120360000001,-1.0919181108,-0.9226115834,-1.3793000308,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0, 7.0]"
67,3305,67,John,cleans,up,the mess,[],['on the carpet'],2,-4.8577344418,the mess on the carpet,6,1,6,5,1,6,-4.0026745796,6,-4.2793188095,6,-4.1266878843,6,-3.9919321537,6,-4.5325017505,6,-4.251118607,6,-6.968720807,6,-3.9931746589,6,-3.8200748444,6,-3.8856348038,6,-3.5170997381,6,-3.3631112576,6,1,2,6.0,5,2,John cleans up the mess on the carpet.,John cleans the mess on the carpet up.,-1.2861676216,-1.1958827973,-1.4145429135,-1.3477812409,-0.7948161231,-1.4412865109,-1.1615950266,-0.7255124516,-0.9633563518,-1.0392356395,-1.1669551134,-1.5455953478,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 7.0, 6.0, 7.0]"
68,3157,68,John,put,on,his jersey,['favorite'],"['with the number', 'of the Habs']",4,-4.4678941873,his favorite jersey with the number of the Habs,14,1,10,9,1,10,-4.0891676683,10,-3.9920847966,10,-3.8794010236,10,-3.7834848624,10,-4.1758341108,10,-4.0490101746,10,-6.4937344619,10,-4.3524108955,11,-4.0598684947,11,-4.1930347443,11,-3.7676286697,10,-4.163218865,10,1,3,14.0,9,4,John put on his favorite jersey with the number of the Habs.,John put his favorite jersey with the number of the Habs on.,-0.5380231417,-0.5202539884,-0.5856643823000001,-0.7540628727,-0.38681312970000004,-0.4719869069,-0.7615056379,-0.46278830940000004,-0.5307499249000001,-0.553063933,-0.4272839473,-0.25118387670000003,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 3.0, 4.0, 7.0]"
69,73,69,John,gave,up,her location,['favorite'],['in the closet'],3,-5.6878850725,her favorite location in the closet,12,1,6,6,1,6,-5.0455780029,6,-5.1090935601,6,-5.1039279832,6,-5.2593464322,6,-5.4738555908,6,-5.8171541691,6,-6.6945629597,6,-4.9780275027,6,-5.7574166298,6,-5.9514603615,6,-5.0765861935,6,-5.5685331557,6,1,4,12.0,6,3,John gave up her favorite location in the closet.,John gave her favorite location in the closet up.,-0.8520550198,-0.8463880751,-0.7818900744,-0.7418201764,-0.9289749146,-0.9985321998000001,-1.3085282802,-0.9403974215,-0.7801546097000001,-0.9015384674,-0.9417906867,-1.2958230972,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 7.0]"
70,746,70,John,turned,in,his gun,"['old', 'speed']",['for tracking speed'],4,-6.2989889145,his old speed gun for tracking speed,8,1,7,7,1,7,-5.7385677338,7,-6.1133834839,7,-5.7128956318,7,-5.5169956207,7,-5.8007351268,7,-6.064814871,7,-9.4796150381,7,-5.6080916145,8,-5.6389275464,7,-6.111158501,7,-5.7356963158,7,-6.6883955956,7,1,2,8.0,7,4,John turned in his old speed gun for tracking speed.,John turned his old speed gun for tracking speed in.,-0.9784423828000001,-1.0487979889,-1.0296886921,-1.0684606076,-0.9359071038000001,-0.5292350162,-0.2720562328,-0.49457025520000003,-0.8822376511000001,-0.7107243972,-0.1066521644,0.5762403489,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 5.0, 3.0, 6.0, 7.0, 7.0]"
71,3793,71,John,brought,in,the suspect,"['nervous', 'guilty']",['from the tech store'],4,-6.9925074144,the nervous guilty suspect from the tech store,11,1,8,8,1,8,-6.395424236,8,-6.6352646568,8,-6.1468804099,8,-6.1079854098,8,-6.0621554057,8,-6.4845416149,8,-8.5644644896,8,-5.6444533666,9,-6.1887247165,8,-6.1892681122,8,-5.7243539637,8,-5.9308645942,8,1,3,11.0,8,4,John brought in the nervous guilty suspect from the tech store.,John brought the nervous guilty suspect from the tech store in.,-0.9204843694,-0.5490389737,-0.4682846503,-0.4251705517,-0.2811729113,-0.7597462336,-0.5869626602,-0.532892863,-0.19199748830000002,-0.2419687509,-0.6308564273,-0.5772928758,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 7.0]"
72,3745,72,John,kept,up,his appearance,"['professional', 'media']",['in public'],4,-6.0003066593,his professional media appearance in public,14,1,6,6,1,6,-5.2071291606,6,-5.7330737644,6,-5.3156400257,6,-5.4299661318,6,-5.755465126,6,-6.1377412319,6,-7.5481966972,6,-5.6741883490000005,6,-5.7676472187,6,-5.8667792797,6,-5.3769897885,6,-5.4212090174,6,1,4,14.0,6,4,John kept up his professional media appearance in public.,John kept his professional media appearance in public up.,-0.9467523363,-1.3266487121,-1.0998216205,-0.7360213068,-0.7243263245,-0.7531954766000001,-0.9648327351,-1.1839114295,-0.6035630703,-0.7458425999,-0.5563650131,-0.8938722611000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 7.0, 5.0]"
73,305,73,John,put,out,the fire,"['massive', 'hot']",['from the cinders'],4,-5.602053729,the massive hot fire from the cinders,11,1,8,7,1,9,-5.4258984652,8,-5.5725260648,8,-5.1116961999,8,-5.0835902041,8,-5.4329300721000005,8,-6.1847491662,8,-6.3528637886,8,-4.6772598028,9,-5.0922854497,9,-5.1570378083,9,-4.2683436871,9,-4.3304595947,9,1,2,11.0,7,4,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,-0.1912599044,-0.29614084420000003,-0.3214343678,-0.5056681199,-0.3173911175,-0.2784749667,-0.7456271251000001,-0.3720758756,-0.2112899927,-0.3959383231,-0.5997932752,-1.0239502987,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 3.0, 2.0]"
74,1842,74,John,left,out,the boy,['rude'],[],2,-6.749552091,the rude boy,4,1,4,3,1,4,-6.1043866475,4,-6.4653542837,4,-5.939750433,4,-5.9497791926,4,-6.5822053637,4,-6.6784933635,4,-8.7099924769,4,-5.6459167004,4,-6.5184400422,4,-6.7820170947000005,4,-5.907333374,4,-6.7955532074,4,1,2,4.0,3,2,John left out the rude boy.,John left the rude boy out.,-0.3443921407,-0.2639808654,-0.2659320036,-0.1880824566,-0.1443500519,0.0093079294,0.135568755,0.0024829706,-0.030290876100000003,-0.0092208045,-0.3041981062,0.1011211077,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[1.0, 2.0, 1.0, 7.0]"
75,2960,75,John,looks,up,the restaurant,['new'],[],2,-5.8626826604,the new restaurant,5,1,4,3,1,4,-5.5526428223,4,-5.7324345907,4,-5.6525528431,4,-5.7881054084,4,-5.7845999854,4,-5.9222214563,4,-7.4984237807,4,-5.4525575638,4,-5.7162369319,4,-5.9548006058,4,-5.2289078236,4,-5.961966912,4,1,4,5.0,3,2,John looks up the new restaurant.,John looks the new restaurant up.,-0.45186360670000003,-1.187201182,-0.6119460265000001,-0.16769083340000002,-0.5829177584,-0.6489994866000001,-1.8655328070000001,-0.6540876229,-0.9075705665,-0.8327336992000001,-0.1714384555,-0.1918915907,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 5.0, 7.0, 4.0]"
76,667,76,John,worked,out,the plan,"['secret', 'ambitious', 'foolproof']",['for the next season'],5,-5.7583305652,the secret ambitious foolproof plan for the next season,14,1,10,9,1,10,-5.5666448153,10,-5.3594342745,10,-5.4026831113,10,-5.3951766308,10,-5.4980183669,10,-5.5822848252,10,-7.3567093781,10,-5.0022550992,11,-5.3172561441,10,-5.4232712133,10,-5.1323168461,10,-5.4299944364,10,1,2,14.0,9,5,John worked out the secret ambitious foolproof plan for the next season.,John worked the secret ambitious foolproof plan for the next season out.,-1.2879180908,-0.9540367127,-1.0243249673,-0.9981465339000001,-0.9815346173,-0.9411740644000001,-0.8851909978,-0.7721511636,-0.5623104572000001,-0.6636802469,-1.0648435079,-0.9628283427000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 6.0, 7.0]"
77,4008,77,John,gave,away,his toys,"['old', 'broken']",[],3,-6.3006164006,his old broken toys,5,2,5,4,1,5,-5.8253239223,5,-5.7860488892,5,-5.7191408021,5,-5.4370903288,5,-5.5954653025,5,-5.2635238767,5,-7.7582857609,5,-5.4904653685,5,-5.6421239376,5,-5.7537361979,5,-5.0915365219,5,-5.3293692044,5,1,2,2.5,4,3,John gave away his old broken toys.,John gave his old broken toys away.,-0.3979394095,-0.0096915108,-0.14521435330000002,-0.1256932531,-0.2220013141,-0.4619580507,-0.7828623056,-0.0750274659,0.0690531135,-0.0582167507,-0.141185488,-0.1793976511,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[2.0, 4.0, 7.0, 4.0, 6.0]"
78,3225,78,John,put,on,a jacket,"['green', 'waterproof']",['with a hood'],4,-4.754458046,a green waterproof jacket with a hood,10,1,7,7,1,8,-4.3300231934,7,-4.1670021057,7,-3.8214010239,7,-3.7980949402,7,-4.0279344212,7,-4.0919947624,7,-7.1517261592,7,-4.2234340581,8,-3.6961328189000002,8,-3.7582966089,8,-3.274102081,8,-3.5634166111,8,1,3,10.0,7,4,John put on a green waterproof jacket with a hood.,John put a green waterproof jacket with a hood on.,-0.4993461608,-0.7091991425,-0.8109603881,-0.5771391392,-0.5504925901000001,-0.4719427282,-0.610264518,-0.3727654977,-0.4940787156,-0.5480840604,-0.5144814144000001,-0.9304114255,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 6.0, 6.0, 1.0]"
79,1348,79,John,carries,out,his experiment,"['complicated', 'science']",[],3,-6.1332481929,his complicated science experiment,11,1,5,4,1,5,-5.5761179243,5,-5.8049567086,5,-5.6242055212,5,-5.3922092574,5,-5.8572897911,5,-5.9739304185,5,-8.5241339207,5,-6.1006313051,5,-5.9917795062,5,-6.0546125174,5,-5.4033100946,5,-5.6696789605,5,1,5,11.0,4,3,John carries out his complicated science experiment.,John carries his complicated science experiment out.,-1.6851021903,-1.1759627206,-1.2623850277,-1.6486346381,-1.3658479452,-1.7044057846,-1.112924695,-1.0151196889,-1.1459748149,-1.2536729574,-1.3153756005,-1.2593738011,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 7.0, 7.0, 6.0]"
80,2216,80,John,set,up,the system,"['new', 'efficient']",[],3,-5.512921742,the new efficient system,7,1,5,4,1,5,-5.168182373,5,-5.6030796596,5,-5.2354454994,5,-5.1375596183,5,-5.7067239285,5,-5.6452781558,5,-7.2575492859,5,-4.6687500136,5,-5.7222989202,5,-5.8182741404,5,-4.7370803016,5,-4.6269147055,5,1,3,7.0,4,3,John set up the new efficient system.,John set the new efficient system up.,-0.4416264126,-0.35168184550000003,-0.4730253901,-0.3092708587,-0.6237155199000001,-0.6027269959,-1.4002552032,-0.6450409208,-0.5287163853,-0.6433221697,-0.8197161810000001,-1.022077833,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 5.0, 7.0]"
81,223,81,John,gave,up,the race,['running'],"['on the track', 'in the stadium', 'in Canada']",5,-5.1070440837,the running race on the track in the stadium in Canada,16,1,11,11,1,11,-5.0025553022,11,-4.4876357487,11,-4.6560151577,11,-4.520741054,11,-4.6774806341,11,-4.9820308367,11,-6.5681243261,11,-4.2675001962,11,-4.5937348684,11,-4.6013419469,11,-4.2004526683,11,-4.1018941743,11,1,2,16.0,11,5,John gave up the running race on the track in the stadium in Canada.,John gave the running race on the track in the stadium in Canada up.,-0.7419362749,-1.0156345368,-0.8853631701,-0.7497731958,-0.5417170206,-0.7167940140000001,-0.8676189104,-0.866946595,-0.5650799433,-0.5752847036000001,-0.5953605175000001,-0.9464517321,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 7.0, 4.0, 6.0]"
82,1401,82,John,carries,out,his plan,['genius'],['to raise money'],3,-5.6986768511,his genius plan to raise money,9,1,6,6,1,6,-5.2835044861,6,-5.1893399556,6,-4.9872668584,6,-4.7783186171,6,-5.0436235428,6,-5.6063343525,6,-7.144178772,6,-5.2498014768,6,-5.265002203,6,-5.3329314232,6,-4.6468936072,6,-4.767985238,6,1,2,9.0,6,3,John carries out his genius plan to raise money.,John carries his genius plan to raise money out.,-1.4982215033,-1.3857121998,-1.7290345298,-1.9963868459,-1.4088835716,-1.3774052620000001,-0.4290181637,-1.1557878388,-1.1626290798,-1.3697098732,-1.0248586867,-1.0495414734,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 1.0, 7.0, 7.0, 7.0]"
83,1706,83,John,called,off,his wedding,"['small', 'arranged', 'family']",['in the churchouse'],5,-6.6000634829000004,his small arranged family wedding in the churchouse,14,1,9,8,1,9,-6.3152723312,9,-6.3206923803,9,-6.0438943704,9,-6.0267223914,9,-6.1241341004,9,-6.8064409036,9,-8.6775957621,9,-6.5924795469,9,-6.1361134236,9,-6.348766657,9,-5.6500240167,9,-6.1435192426,9,1,3,14.0,8,5,John called off his small arranged family wedding in the churchouse.,John called his small arranged family wedding in the churchouse off.,-0.8726018270000001,-0.3769963582,-0.5240834554,-0.6886548202,-0.8946639208,-0.4627615855,-0.5474775388,-0.5704166094,-0.9890544598000001,-0.8735504884,-0.8677213987,-0.6803704103,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[2.0, 5.0, 6.0, 4.0]"
84,3422,84,John,cleans,up,the floors,"['waxed', 'hallway']","['of the office', 'of the business']",5,-5.6882701601,the waxed hallway floors of the office of the business,16,1,11,10,1,11,-4.9508075714,11,-5.402456556,11,-5.2311849935,11,-5.0969796862,11,-4.9208366076,11,-5.1704638799,11,-6.7279404004,11,-4.6520897921,13,-4.5737327337,11,-4.6852173805,11,-4.6163810321,11,-5.1001400948,11,1,2,16.0,10,5,John cleans up the waxed hallway floors of the office of the business.,John cleans the waxed hallway floors of the office of the business up.,-0.5980728694,-0.48373113360000003,-0.5574339117,-0.5082710811,-0.3926157316,-0.5721151988000001,-0.8007082940000001,-0.48025532330000004,-0.4719814062,-0.5378571749000001,-0.5079433237000001,-0.5931786809,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 7.0, 7.0, 7.0]"
85,4029,85,John,called,back,the student,['young'],['with the question'],3,-5.3033165402,the young student with the question,8,1,6,6,1,6,-4.7630831401,6,-4.5865164863,6,-4.4637901518,6,-4.8031103346,6,-5.1163789272,6,-5.397583437,6,-7.4068894386,6,-4.6957304743,6,-4.932434845,6,-4.9813004494,6,-4.6617978414,6,-4.7226595349,6,1,3,8.0,6,3,John called back the young student with the question.,John called the young student with the question back.,-0.17243279350000001,-0.4217995537,-0.4612064362,-0.2415326966,-0.4530296803,-0.4656858444,-0.1492259503,-0.5639878908,-0.6594200134,-0.7743971824,-0.2469783359,-0.3671635522,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 3.0, 7.0, 1.0]"
86,3001,86,John,looks,up,the restaurant,"['popular', 'Italian']",['with the famous pasta'],4,-5.2298131423,the popular Italian restaurant with the famous pasta,16,1,8,8,1,8,-5.5632726496,8,-5.1049007069,8,-4.9278501597,8,-5.2733016881,8,-5.1704870065,8,-5.2791591485,8,-7.877638936,8,-5.7246229865,8,-4.7104802132,9,-4.716989884,9,-4.8249239922000005,8,-5.1623409011,8,1,4,16.0,8,4,John looks up the popular Italian restaurant with the famous pasta.,John looks the popular Italian restaurant with the famous pasta up.,-0.5323819247,-1.2444010648,-0.8550854597,-0.5914406343,-0.7565455437,-1.0124385755,-0.6945545674,-0.8019405712000001,-0.7245052044,-0.9676734117,-1.0752341964,-1.4929647879,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 4.0, 6.0, 5.0]"
87,3151,87,John,put,on,his jersey,[],"['with the number', 'for the goalie', 'of the Habs']",4,-4.0502567291,his jersey with the number for the goalie of the Habs,14,1,13,11,1,15,-4.0767514547,13,-4.1577507655,13,-4.0186600685,13,-3.8719729106,13,-4.0525053442,13,-3.9916279018,13,-6.9088248014,13,-4.703908752,15,-3.5529151493,15,-3.6281742255,15,-3.553647995,15,-3.9740481079,15,1,3,14.0,11,4,John put on his jersey with the number for the goalie of the Habs.,John put his jersey with the number for the goalie of the Habs on.,-0.45068384800000005,-0.2751755396,-0.4274283091,-0.3878225644,-0.2723468244,-0.3344255686,-0.6314209402000001,-0.4358740414,-0.2667877939,-0.2336022059,-0.5048375726000001,-0.6206309795,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 1.0, 7.0, 6.0, 6.0]"
88,1971,88,John,turned,down,the offer,['job'],['at Google'],3,-4.4902188778,the job offer at Google,7,1,5,5,1,5,-3.8284277916000002,5,-4.4075860977,5,-3.9487236738,5,-4.0785123706,5,-4.1850032806,5,-3.7850384712,5,-8.0191410912,5,-5.0842105548,6,-4.0659841961,5,-4.2717065811,5,-3.5925405025,5,-3.6378724575,5,1,3,7.0,5,3,John turned down the job offer at Google.,John turned the job offer at Google down.,-1.4844417572,-1.5480298996,-1.1195870638,-1.2634690404,-1.0162742403,-1.463549614,-1.3961016867,-0.9641392495000001,-0.9076166153,-0.8829499351000001,-1.1375230551,-2.0475635529,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 6.0, 7.0]"
89,3255,89,John,put,on,his socks,['striped'],"['with lace edges', 'from Sweden']",4,-6.1412591067,his striped socks with lace edges from Sweden,12,1,8,8,1,9,-5.708165949,8,-5.6020708951,8,-5.8948985013,8,-5.5346192013,8,-5.3456936677,8,-5.6343909502,8,-8.3302134673,8,-6.0585798025,9,-4.7060161999,10,-4.7738824912,10,-4.6841847897,9,-4.6811323166,9,1,2,12.0,8,4,John put on his striped socks with lace edges from Sweden.,John put his striped socks with lace edges from Sweden on.,-0.6683786566000001,-0.44796961,-0.3964763121,-0.31223635240000003,-0.42383817830000003,-0.5902501742,-1.5713366667,-0.7825544278000001,-0.3461215496,-0.3439810277,-0.3911160628,-0.7630349795,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[1.0, 5.0, 3.0, 6.0]"
90,1058,90,John,brought,up,his kids,[],['from Wisconsin'],2,-5.6101888929,his kids from Wisconsin,6,1,5,4,1,5,-4.7419537136,5,-5.1027390616,5,-4.9664959226,5,-5.5118081229,5,-5.9001590014,5,-6.1472646594,5,-7.9399577379,5,-5.04953725,5,-5.5348610878,5,-5.8331314325,5,-4.9677407401,5,-5.7892400197,5,1,2,6.0,4,2,John brought up his kids from Wisconsin.,John brought his kids from Wisconsin up.,-0.8220040457000001,-0.5647337778,-0.7167236465,-0.0880929402,-0.1115275621,-1.174785912,-1.1025112868,-1.0413293157,-0.4458204508,-0.6243579984000001,-0.2267773492,0.5715873582000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[3.0, 5.0, 7.0, 4.0, 3.0]"
91,1797,91,John,hand,in,his reviews,['performance'],"['of company research', 'from the past year']",4,-5.6703134683,his performance reviews of company research from the past year,17,1,10,10,1,10,-5.2855917124,10,-5.3950107281,10,-5.4237023133,10,-5.3476093366,10,-5.3931377615,10,-5.5964334692,10,-8.7359439986,10,-6.3499929355,10,-5.3019402708,10,-5.7553436756,10,-5.4684046232,10,-5.3050691531,10,1,3,17.0,10,4,John hand in his performance reviews of company research from the past year.,John hand his performance reviews of company research from the past year in.,-0.7917386568,-0.7381785466,-0.5951093527,-0.6291785607,-0.7948644161,-0.6546962943,-0.6712240151000001,-0.567475759,-0.7780878204,-0.3409372057,0.008764193600000001,-0.1452510541,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 6.0, 4.0, 4.0, 4.0]"
92,3012,92,John,looks,up,the restaurant,"['new', 'popular', 'Italian']","['with the famous pasta', 'with tomatoes']",6,-5.3458127975,the new popular Italian restaurant with the famous pasta with tomatoes,21,1,11,11,1,11,-5.4727734157,11,-5.3145528521,11,-5.0105678013,11,-5.2144499166,11,-5.1813353856,11,-5.4561644554,11,-7.3995148659,11,-5.8027234418,11,-4.5338050618,13,-4.6989958146,13,-4.845517431,11,-5.2879903998,11,1,4,21.0,11,6,John looks up the new popular Italian restaurant with the famous pasta with tomatoes.,John looks the new popular Italian restaurant with the famous pasta with tomatoes up.,-0.7596495492,-0.8810939789000001,-0.7524483545,-0.5858973435,-0.8741158168000001,-0.9295844396,-0.9487728119000001,-0.5275435107,-0.681186676,-0.6561190381,-0.9430204119000001,-1.2469199385,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 6.0, 6.0]"
93,2731,93,John,takes,apart,their argument,"['radical', 'biased']","['about the presidential candidates', 'for the next election']",5,-5.3586653392,their radical biased argument about the presidential candidates for the next election,26,2,12,12,1,12,-5.4721995036,12,-5.7214276632,12,-5.5672898293,12,-5.5637532552,12,-5.5474920869,12,-5.8533617556,12,-7.4952183366,12,-5.1702906945,15,-5.0859380049,13,-5.2088750671,13,-5.2717778524,12,-5.5369282405,12,1,4,13.0,12,5,John takes apart their radical biased argument about the presidential candidates for the next election.,John takes their radical biased argument about the presidential candidates for the next election apart.,-0.0530204773,-0.3355987549,-0.3045469284,-0.0944469134,-0.3882211447,-0.3201901615,-0.2877548635,-0.374785283,-0.5076109942,-0.5116508708,-0.30427328740000004,-0.46355985,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 5.0, 1.0, 2.0, 6.0]"
94,69,94,John,gave,up,her location,[],"['in the closet', 'for the game']",3,-5.0836661946,her location in the closet for the game,11,1,9,8,1,9,-4.6758159291,9,-4.621560877,9,-4.7162527171,9,-4.975530451,9,-5.1783811251,9,-5.5447607438,9,-6.0850144625,9,-4.6463959,9,-5.2346904675,9,-5.4312778314,9,-4.9506859346,9,-5.1241942752,9,1,4,11.0,8,3,John gave up her location in the closet for the game.,John gave her location in the closet for the game up.,-0.7305443503,-0.8888834173,-0.8734424765000001,-0.8020745191,-0.7795486451,-0.6566472848,-1.3007376194,-0.5482340726,-0.6591897011,-0.7854569356000001,-0.5491288358,-0.8778307222,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0]"
95,3033,95,John,beats,up,his brother,"['mean', 'adopted']",['from Denmark'],4,-6.9994691213,his mean adopted brother from Denmark,10,1,6,6,1,6,-6.3036486308,6,-6.206618415,6,-5.9229335255,6,-6.2550864749,6,-6.5301362038,6,-6.9136138439,6,-10.5130312443,6,-6.5353094207,6,-5.7385480621000005,6,-5.7684724981,6,-6.0232475069,6,-6.317574607,6,1,3,10.0,6,4,John beats up his mean adopted brother from Denmark.,John beats his mean adopted brother from Denmark up.,-1.0614573161,-0.9788581,-1.123989847,-0.6094226838,-0.551991558,-0.6584017754,-0.2710203171,-0.8623760541000001,-0.5753464698,-0.4863043265,-0.8267577489,-1.1369681888,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 2.0, 6.0, 7.0]"
